iter	Passed	Remaining
1702	5001	3808
1703	5003	3805
1704	5006	3802
1705	5009	3799
1706	5011	3796
1707	5014	3793
1708	5017	3790
1709	5020	3787
1710	5023	3784
1711	5026	3781
1712	5028	3778
1713	5031	3775
1714	5034	3772
1715	5037	3769
1716	5040	3766
1717	5043	3763
1718	5045	3760
1719	5048	3757
1720	5051	3754
1721	5054	3751
1722	5057	3748
1723	5059	3745
1724	5062	3742
1725	5065	3739
1726	5068	3736
1727	5071	3733
1728	5074	3730
1729	5077	3727
1730	5080	3724
1731	5083	3721
1732	5085	3718
1733	5088	3715
1734	5091	3712
1735	5095	3709
1736	5101	3709
1737	5104	3706
1738	5107	3703
1739	5110	3700
1740	5113	3697
1741	5115	3694
1742	5122	3693
1743	5128	3693
1744	5135	3693
1745	5142	3693
1746	5148	3692
1747	5155	3692
1748	5161	3691
1749	5163	3688
1750	5166	3685
1751	5169	3682
1752	5172	3679
1753	5179	3679
1754	5186	3679
1755	5190	3676
1756	5192	3673
1757	5195	3670
1758	5198	3667
1759	5201	3664
1760	5204	3661
1761	5207	3658
1762	5209	3655
1763	5212	3652
1764	5215	3649
1765	5218	3646
1766	5221	3643
1767	5224	3640
1768	5227	3637
1769	5230	3634
1770	5232	3631
1771	5235	3628
1772	5238	3625
1773	5240	3622
1774	5244	3619
1775	5246	3616
1776	5249	3613
1777	5252	3610
1778	5255	3607
1779	5258	3604
1780	5261	3601
1781	5264	3597
1782	5266	3595
1783	5269	3591
1784	5272	3588
1785	5275	3585
1786	5278	3582
1787	5280	3579
1788	5283	3576
1789	5286	3573
1790	5289	3570
1791	5292	3567
1792	5295	3564
1793	5298	3561
1794	5300	3558
1795	5303	3555
1796	5306	3552
1797	5309	3549
1798	5312	3546
1799	5315	3543
1800	5318	3540
1801	5320	3537
1802	5323	3534
1803	5326	3531
1804	5329	3528
1805	5332	3525
1806	5335	3522
1807	5338	3519
1808	5341	3516
1809	5344	3513
1810	5346	3510
1811	5349	3507
1812	5352	3504
1813	5355	3501
1814	5358	3498
1815	5361	3495
1816	5363	3492
1817	5366	3489
1818	5369	3486
1819	5372	3483
1820	5375	3480
1821	5377	3477
1822	5380	3473
1823	5383	3470
1824	5386	3467
1825	5389	3464
1826	5391	3461
1827	5394	3458
1828	5397	3455
1829	5400	3452
1830	5403	3449
1831	5406	3446
1832	5408	3443
1833	5411	3440
1834	5414	3437
1835	5417	3434
1836	5420	3431
1837	5423	3428
1838	5425	3425
1839	5428	3422
1840	5431	3419
1841	5434	3416
1842	5437	3413
1843	5439	3410
1844	5442	3407
1845	5445	3404
1846	5448	3401
1847	5451	3398
1848	5454	3395
1849	5457	3392
1850	5460	3389
1851	5462	3386
1852	5465	3383
1853	5468	3380
1854	5471	3377
1855	5474	3374
1856	5477	3371
1857	5479	3368
1858	5482	3365
1859	5485	3362
1860	5488	3359
1861	5491	3356
1862	5494	3353
1863	5497	3350
1864	5500	3347
1865	5502	3344
1866	5505	3341
1867	5508	3338
1868	5511	3335
1869	5519	3335
1870	5526	3334
1871	5533	3334
1872	5540	3333
1873	5547	3333
1874	5550	3330
1875	5554	3327
1876	5556	3324
1877	5559	3321
1878	5562	3318
1879	5565	3315
1880	5568	3312
1881	5570	3309
1882	5573	3306
1883	5576	3303
1884	5579	3300
1885	5582	3297
1886	5585	3294
1887	5588	3291
1888	5591	3288
1889	5594	3285
1890	5597	3282
1891	5599	3279
1892	5602	3276
1893	5605	3273
1894	5608	3270
1895	5610	3267
1896	5613	3264
1897	5616	3261
1898	5619	3257
1899	5621	3254
1900	5624	3251
1901	5627	3248
1902	5630	3245
1903	5633	3242
1904	5635	3239
1905	5638	3236
1906	5641	3233
1907	5644	3230
1908	5648	3227
1909	5651	3224
1910	5653	3221
1911	5656	3218
1912	5659	3215
1913	5662	3212
1914	5664	3209
1915	5668	3206
1916	5670	3203
1917	5673	3200
1918	5676	3197
1919	5679	3194
1920	5681	3191
1921	5684	3188
1922	5687	3185
1923	5690	3182
1924	5692	3179
1925	5695	3176
1926	5698	3173
1927	5701	3170
1928	5704	3167
1929	5707	3164
1930	5710	3161
1931	5712	3158
1932	5715	3155
1933	5718	3152
1934	5721	3149
1935	5724	3145
1936	5726	3142
1937	5729	3139
1938	5732	3136
1939	5735	3133
1940	5738	3130
1941	5740	3127
1942	5743	3124
1943	5746	3121
1944	5749	3118
1945	5752	3115
1946	5755	3112
1947	5757	3109
1948	5760	3106
1949	5763	3103
1950	5765	3100
1951	5768	3097
1952	5771	3094
1953	5774	3091
1954	5777	3088
1955	5780	3085
1956	5782	3082
1957	5785	3078
1958	5788	3075
1959	5791	3072
1960	5794	3069
1961	5797	3067
1962	5800	3064
1963	5803	3061
1964	5805	3058
1965	5808	3055
1966	5811	3052
1967	5814	3049
1968	5817	3046
1969	5820	3042
1970	5822	3039
1971	5825	3036
1972	5828	3033
1973	5831	3030
1974	5833	3027
1975	5836	3024
1976	5839	3021
1977	5842	3018
1978	5845	3015
1979	5848	3012
1980	5851	3009
1981	5854	3006
1982	5856	3003
1983	5859	3000
1984	5862	2997
1985	5865	2994
1986	5868	2991
1987	5871	2988
1988	5873	2985
1989	5876	2982
1990	5879	2979
1991	5882	2976
1992	5885	2973
1993	5887	2970
1994	5890	2967
1995	5893	2964
1996	5896	2961
1997	5899	2958
1998	5902	2955
1999	5905	2952
2000	5908	2949
2001	5911	2946
2002	5914	2943
2003	5916	2940
2004	5919	2937
2005	5922	2934
2006	5925	2931
2007	5928	2928
2008	5931	2925
2009	5933	2922
2010	5936	2919
2011	5939	2916
2012	5942	2913
2013	5945	2910
2014	5948	2907
2015	5951	2904
2016	5953	2901
2017	5956	2898
2018	5959	2895
2019	5962	2892
2020	5965	2889
2021	5968	2886
2022	5971	2883
2023	5973	2880
2024	5976	2877
2025	5979	2874
2026	5982	2871
2027	5985	2868
2028	5988	2865
2029	5990	2862
2030	5994	2859
2031	5996	2856
2032	5999	2853
2033	6002	2850
2034	6005	2847
2035	6007	2844
2036	6010	2841
2037	6013	2838
2038	6016	2835
2039	6019	2832
2040	6021	2829
2041	6024	2826
2042	6027	2823
2043	6030	2820
2044	6032	2817
2045	6035	2814
2046	6038	2811
2047	6041	2808
2048	6044	2805
2049	6047	2802
2050	6050	2799
2051	6053	2796
2052	6056	2793
2053	6058	2790
2054	6061	2787
2055	6064	2784
2056	6067	2781
2057	6070	2778
2058	6073	2775
2059	6076	2772
2060	6078	2769
2061	6081	2766
2062	6084	2763
2063	6087	2760
2064	6090	2757
2065	6092	2754
2066	6095	2751
2067	6098	2748
2068	6101	2745
2069	6104	2742
2070	6106	2739
2071	6109	2736
2072	6112	2733
2073	6115	2730
2074	6118	2727
2075	6120	2724
2076	6123	2721
2077	6126	2718
2078	6129	2715
2079	6132	2712
2080	6135	2709
2081	6138	2706
2082	6141	2703
2083	6143	2700
2084	6146	2697
2085	6149	2694
2086	6152	2691
2087	6155	2688
2088	6158	2685
2089	6161	2682
2090	6164	2679
2091	6166	2676
2092	6169	2673
2093	6172	2670
2094	6175	2667
2095	6178	2664
2096	6181	2661
2097	6184	2658
2098	6187	2655
2099	6189	2652
2100	6192	2649
2101	6195	2646
2102	6198	2643
2103	6200	2640
2104	6203	2637
2105	6206	2634
2106	6209	2631
2107	6212	2628
2108	6214	2625
2109	6217	2622
2110	6220	2619
2111	6223	2616
2112	6226	2613
2113	6228	2610
2114	6231	2607
2115	6234	2604
2116	6237	2601
2117	6239	2598
2118	6242	2595
2119	6245	2592
2120	6248	2589
2121	6251	2586
2122	6254	2583
2123	6256	2580
2124	6259	2577
2125	6262	2574
2126	6265	2571
2127	6268	2568
2128	6271	2565
2129	6273	2562
2130	6276	2559
2131	6279	2556
2132	6282	2553
2133	6285	2550
2134	6288	2547
2135	6291	2544
2136	6293	2541
2137	6296	2538
2138	6299	2535
2139	6302	2532
2140	6305	2529
2141	6308	2526
2142	6310	2523
2143	6313	2520
2144	6316	2517
2145	6319	2514
2146	6322	2511
2147	6325	2508
2148	6327	2505
2149	6330	2502
2150	6333	2499
2151	6336	2496
2152	6339	2493
2153	6342	2491
2154	6345	2488
2155	6348	2485
2156	6351	2482
2157	6354	2479
2158	6356	2476
2159	6359	2473
2160	6361	2469
2161	6364	2466
2162	6367	2464
2163	6370	2461
2164	6373	2458
2165	6376	2455
2166	6379	2452
2167	6382	2449
2168	6384	2446
2169	6389	2444
2170	6396	2442
2171	6406	2442
2172	6413	2440
2173	6418	2438
2174	6422	2435
2175	6425	2433
2176	6428	2430
2177	6431	2427
2178	6434	2424
2179	6437	2421
2180	6439	2418
2181	6442	2415
2182	6445	2412
2183	6447	2409
2184	6450	2406
2185	6453	2403
2186	6456	2400
2187	6459	2397
2188	6462	2394
2189	6465	2391
2190	6467	2388
2191	6470	2385
2192	6473	2382
2193	6476	2379
2194	6479	2376
2195	6482	2373
2196	6485	2370
2197	6488	2367
2198	6491	2364
2199	6494	2361
2200	6498	2358
2201	6500	2355
2202	6503	2352
2203	6506	2349
2204	6509	2346
2205	6512	2343
2206	6515	2341
2207	6518	2338
2208	6521	2335
2209	6524	2332
2210	6527	2329
2211	6529	2326
2212	6532	2323
2213	6535	2320
2214	6537	2317
2215	6540	2314
2216	6543	2311
2217	6546	2308
2218	6549	2305
2219	6552	2302
2220	6555	2299
2221	6558	2296
2222	6560	2293
2223	6563	2290
2224	6566	2287
2225	6569	2284
2226	6572	2281
2227	6574	2278
2228	6577	2275
2229	6580	2272
2230	6583	2269
2231	6586	2266
2232	6588	2263
2233	6591	2260
2234	6594	2257
2235	6597	2254
2236	6600	2251
2237	6603	2248
2238	6606	2245
2239	6608	2242
2240	6611	2239
2241	6614	2236
2242	6618	2233
2243	6621	2230
2244	6623	2227
2245	6626	2224
2246	6629	2221
2247	6632	2218
2248	6635	2215
2249	6638	2212
2250	6641	2209
2251	6643	2206
2252	6646	2203
2253	6649	2200
2254	6651	2197
2255	6654	2194
2256	6657	2191
2257	6660	2188
2258	6663	2185
2259	6666	2182
2260	6669	2179
2261	6672	2176
2262	6675	2173
2263	6678	2170
2264	6680	2167
2265	6683	2164
2266	6686	2161
2267	6689	2159
2268	6692	2156
2269	6695	2153
2270	6698	2150
2271	6701	2147
2272	6703	2144
2273	6706	2141
2274	6709	2138
2275	6712	2135
2276	6715	2132
2277	6718	2129
2278	6720	2126
2279	6723	2123
2280	6726	2120
2281	6728	2117
2282	6731	2114
2283	6734	2111
2284	6737	2108
2285	6740	2105
2286	6743	2102
2287	6746	2099
2288	6749	2096
2289	6752	2093
2290	6754	2090
2291	6757	2087
2292	6760	2084
2293	6763	2081
2294	6766	2078
2295	6769	2075
2296	6772	2072
2297	6774	2069
2298	6777	2066
2299	6780	2063
2300	6783	2060
2301	6786	2057
2302	6788	2054
2303	6791	2051
2304	6794	2048
2305	6797	2045
2306	6800	2042
2307	6803	2039
2308	6806	2036
2309	6809	2033
2310	6811	2030
2311	6814	2027
2312	6817	2024
2313	6820	2021
2314	6823	2018
2315	6826	2016
2316	6829	2013
2317	6832	2010
2318	6835	2007
2319	6837	2004
2320	6840	2001
2321	6843	1998
2322	6846	1995
2323	6848	1992
2324	6851	1989
2325	6854	1986
2326	6857	1983
2327	6860	1980
2328	6863	1977
2329	6866	1974
2330	6869	1971
2331	6872	1968
2332	6874	1965
2333	6877	1962
2334	6880	1959
2335	6883	1956
2336	6886	1953
2337	6889	1950
2338	6891	1947
2339	6894	1944
2340	6897	1941
2341	6900	1938
2342	6902	1935
2343	6905	1932
2344	6908	1929
2345	6911	1926
2346	6914	1923
2347	6917	1920
2348	6919	1917
2349	6922	1914
2350	6925	1911
2351	6928	1908
2352	6931	1906
2353	6934	1903
2354	6937	1900
2355	6940	1897
2356	6943	1894
2357	6946	1891
2358	6948	1888
2359	6951	1885
2360	6954	1882
2361	6957	1879
2362	6960	1876
2363	6963	1873
2364	6966	1870
2365	6969	1867
2366	6971	1864
2367	6974	1861
2368	6977	1858
2369	6980	1855
2370	6983	1852
2371	6985	1849
2372	6988	1846
2373	6991	1843
2374	6994	1840
2375	6997	1837
2376	7000	1834
2377	7002	1831
2378	7005	1828
2379	7008	1825
2380	7011	1822
2381	7013	1819
2382	7016	1816
2383	7019	1813
2384	7021	1810
2385	7024	1807
2386	7027	1804
2387	7030	1801
2388	7033	1798
2389	7036	1795
2390	7038	1792
2391	7041	1789
2392	7044	1786
2393	7047	1783
2394	7049	1780
2395	7052	1777
2396	7055	1774
2397	7058	1771
2398	7061	1768
2399	7063	1765
2400	7066	1762
2401	7069	1760
2402	7072	1757
2403	7075	1754
2404	7078	1751
2405	7081	1748
2406	7084	1745
2407	7087	1742
2408	7089	1739
2409	7092	1736
2410	7095	1733
2411	7098	1730
2412	7100	1727
2413	7103	1724
2414	7106	1721
2415	7109	1718
2416	7112	1715
2417	7115	1712
2418	7117	1709
2419	7120	1706
2420	7123	1703
2421	7126	1700
2422	7129	1697
2423	7132	1694
2424	7134	1691
2425	7137	1688
2426	7140	1685
2427	7143	1682
2428	7146	1679
2429	7149	1676
2430	7152	1674
2431	7155	1671
2432	7158	1668
2433	7160	1665
2434	7163	1662
2435	7166	1659
2436	7169	1656
2437	7172	1653
2438	7175	1650
2439	7178	1647
2440	7181	1644
2441	7184	1641
2442	7187	1638
2443	7190	1635
2444	7193	1632
2445	7196	1629
2446	7198	1626
2447	7201	1623
2448	7204	1620
2449	7207	1617
2450	7210	1615
2451	7213	1612
2452	7216	1609
2453	7218	1606
2454	7221	1603
2455	7224	1600
2456	7227	1597
2457	7230	1594
2458	7232	1591
2459	7235	1588
2460	7238	1585
2461	7241	1582
2462	7243	1579
2463	7246	1576
2464	7249	1573
2465	7252	1570
2466	7255	1567
2467	7258	1564
2468	7262	1561
2469	7269	1559
2470	7277	1558
2471	7284	1556
2472	7292	1554
2473	7295	1551
2474	7302	1548
2475	7308	1546
2476	7311	1543
2477	7314	1540
2478	7317	1537
2479	7320	1534
2480	7323	1531
2481	7326	1529
2482	7329	1526
2483	7331	1523
2484	7334	1520
2485	7337	1517
2486	7340	1514
2487	7343	1511
2488	7346	1508
2489	7349	1505
2490	7352	1502
2491	7355	1499
2492	7358	1496
2493	7361	1493
2494	7363	1490
2495	7366	1487
2496	7369	1484
2497	7372	1481
2498	7375	1478
2499	7377	1475
2500	7380	1472
2501	7383	1469
2502	7386	1466
2503	7389	1463
2504	7392	1460
2505	7395	1457
2506	7398	1454
2507	7400	1451
2508	7403	1448
2509	7406	1445
2510	7409	1442
2511	7412	1439
2512	7415	1437
2513	7418	1434
2514	7421	1431
2515	7424	1428
2516	7426	1425
2517	7429	1422
2518	7432	1419
2519	7435	1416
2520	7438	1413
2521	7441	1410
2522	7444	1407
2523	7446	1404
2524	7449	1401
2525	7452	1398
2526	7455	1395
2527	7461	1393
2528	7467	1390
2529	7470	1387
2530	7472	1384
2531	7476	1381
2532	7479	1378
2533	7481	1375
2534	7484	1372
2535	7487	1369
2536	7490	1367
2537	7493	1364
2538	7496	1361
2539	7499	1358
2540	7502	1355
2541	7505	1352
2542	7508	1349
2543	7511	1346
2544	7514	1343
2545	7516	1340
2546	7519	1337
2547	7522	1334
2548	7525	1331
2549	7528	1328
2550	7530	1325
2551	7533	1322
2552	7536	1319
2553	7539	1316
2554	7542	1313
2555	7545	1310
2556	7548	1307
2557	7551	1304
2558	7553	1301
2559	7556	1298
2560	7559	1295
2561	7562	1292
2562	7565	1289
2563	7568	1286
2564	7571	1284
2565	7574	1281
2566	7576	1278
2567	7579	1275
2568	7582	1272
2569	7585	1269
2570	7589	1266
2571	7592	1263
2572	7595	1260
2573	7598	1257
2574	7600	1254
2575	7604	1251
2576	7607	1248
2577	7610	1245
2578	7612	1242
2579	7615	1239
2580	7618	1236
2581	7621	1233
2582	7624	1230
2583	7626	1227
2584	7629	1224
2585	7632	1221
2586	7635	1218
2587	7638	1215
2588	7641	1213
2589	7643	1210
2590	7647	1207
2591	7650	1204
2592	7653	1201
2593	7656	1198
2594	7659	1195
2595	7662	1192
2596	7666	1189
2597	7668	1186
2598	7671	1183
2599	7674	1180
2600	7678	1177
2601	7680	1174
2602	7683	1171
2603	7686	1168
2604	7689	1165
2605	7692	1162
2606	7695	1160
2607	7697	1157
2608	7700	1154
2609	7703	1151
2610	7706	1148
2611	7709	1145
2612	7712	1142
2613	7714	1139
2614	7717	1136
2615	7720	1133
2616	7723	1130
2617	7727	1127
2618	7729	1124
2619	7732	1121
2620	7735	1118
2621	7738	1115
2622	7741	1112
2623	7744	1109
2624	7747	1106
2625	7749	1103
2626	7752	1100
2627	7755	1097
2628	7758	1094
2629	7761	1091
2630	7764	1088
2631	7767	1086
2632	7770	1083
2633	7773	1080
2634	7776	1077
2635	7779	1074
2636	7782	1071
2637	7785	1068
2638	7788	1065
2639	7790	1062
2640	7793	1059
2641	7796	1056
2642	7799	1053
2643	7802	1050
2644	7805	1047
2645	7808	1044
2646	7810	1041
2647	7813	1038
2648	7816	1035
2649	7819	1032
2650	7822	1029
2651	7825	1026
2652	7828	1023
2653	7830	1020
2654	7833	1017
2655	7836	1014
2656	7839	1012
2657	7842	1009
2658	7845	1006
2659	7848	1003
2660	7851	1000
2661	7853	997
2662	7856	994
2663	7859	991
2664	7862	988
2665	7865	985
2666	7868	982
2667	7871	979
2668	7874	976
2669	7876	973
2670	7879	970
2671	7882	967
2672	7885	964
2673	7888	961
2674	7891	958
2675	7894	955
2676	7897	952
2677	7899	949
2678	7902	946
2679	7905	943
2680	7907	940
2681	7911	937
2682	7913	935
2683	7916	932
2684	7919	929
2685	7922	926
2686	7925	923
2687	7928	920
2688	7931	917
2689	7933	914
2690	7936	911
2691	7939	908
2692	7942	905
2693	7945	902
2694	7948	899
2695	7951	896
2696	7954	893
2697	7956	890
2698	7959	887
2699	7962	884
2700	7965	881
2701	7968	878
2702	7970	875
2703	7973	872
2704	7976	869
2705	7979	866
2706	7981	863
2707	7984	860
2708	7987	857
2709	7990	855
2710	7993	852
2711	7996	849
2712	7998	846
2713	8001	843
2714	8004	840
2715	8007	837
2716	8010	834
2717	8013	831
2718	8015	828
2719	8018	825
2720	8021	822
2721	8024	819
2722	8026	816
2723	8029	813
2724	8032	810
2725	8035	807
2726	8038	804
2727	8041	801
2728	8044	798
2729	8047	795
2730	8050	792
2731	8052	789
2732	8055	786
2733	8058	784
2734	8061	781
2735	8064	778
2736	8067	775
2737	8069	772
2738	8072	769
2739	8075	766
2740	8078	763
2741	8081	760
2742	8084	757
2743	8086	754
2744	8089	751
2745	8092	748
2746	8095	745
2747	8098	742
2748	8100	739
2749	8103	736
2750	8106	733
2751	8109	730
2752	8112	727
2753	8115	724
2754	8117	721
2755	8120	718
2756	8123	716
2757	8126	713
2758	8129	710
2759	8132	707
2760	8135	704
2761	8138	701
2762	8141	698
2763	8144	695
2764	8147	692
2765	8149	689
2766	8152	686
2767	8155	683
2768	8158	680
2769	8161	677
2770	8168	675
2771	8175	672
2772	8182	669
2773	8189	667
2774	8196	664
2775	8200	661
2776	8203	658
2777	8206	655
2778	8209	652
2779	8212	649
2780	8215	646
2781	8218	643
2782	8221	641
2783	8223	638
2784	8226	635
2785	8229	632
2786	8232	629
2787	8235	626
2788	8238	623
2789	8241	620
2790	8244	617
2791	8247	614
2792	8249	611
2793	8252	608
2794	8255	605
2795	8258	602
2796	8261	599
2797	8264	596
2798	8267	593
2799	8270	590
2800	8272	587
2801	8275	584
2802	8278	581
2803	8281	578
2804	8284	575
2805	8287	572
2806	8289	569
2807	8292	567
2808	8295	564
2809	8298	561
2810	8301	558
2811	8304	555
2812	8307	552
2813	8310	549
2814	8313	546
2815	8316	543
2816	8318	540
2817	8321	537
2818	8324	534
2819	8327	531
2820	8330	528
2821	8333	525
2822	8336	522
2823	8339	519
2824	8342	516
2825	8345	513
2826	8347	510
2827	8350	507
2828	8353	504
2829	8356	501
2830	8358	498
2831	8361	496
2832	8364	493
2833	8367	490
2834	8370	487
2835	8373	484
2836	8376	481
2837	8378	478
2838	8381	475
2839	8384	472
2840	8387	469
2841	8390	466
2842	8393	463
2843	8396	460
2844	8398	457
2845	8401	454
2846	8404	451
2847	8407	448
2848	8410	445
2849	8412	442
2850	8415	439
2851	8418	436
2852	8421	433
2853	8424	430
2854	8426	427
2855	8429	425
2856	8432	422
2857	8435	419
2858	8438	416
2859	8440	413
2860	8443	410
2861	8446	407
2862	8449	404
2863	8452	401
2864	8455	398
2865	8458	395
2866	8461	392
2867	8463	389
2868	8466	386
2869	8469	383
2870	8472	380
2871	8475	377
2872	8478	374
2873	8481	371
2874	8485	368
2875	8489	366
2876	8492	363
2877	8494	360
2878	8497	357
2879	8500	354
2880	8503	351
2881	8506	348
2882	8509	345
2883	8512	342
2884	8515	339
2885	8518	336
2886	8520	333
2887	8523	330
2888	8526	327
2889	8529	324
2890	8532	321
2891	8535	318
2892	8538	315
2893	8541	312
2894	8544	309
2895	8546	306
2896	8549	303
2897	8552	301
2898	8555	298
2899	8558	295
2900	8561	292
2901	8564	289
2902	8567	286
2903	8569	283
2904	8572	280
2905	8575	277
2906	8578	274
2907	8581	271
2908	8584	268
2909	8587	265
2910	8590	262
2911	8593	259
2912	8596	256
2913	8598	253
2914	8601	250
2915	8604	247
2916	8607	244
2917	8610	241
2918	8613	239
2919	8616	236
2920	8619	233
2921	8622	230
2922	8624	227
2923	8627	224
2924	8630	221
2925	8633	218
2926	8636	215
2927	8639	212
2928	8641	209
2929	8644	206
2930	8647	203
2931	8650	200
2932	8653	197
2933	8656	194
2934	8659	191
2935	8662	188
2936	8664	185
2937	8667	182
2938	8670	179
2939	8673	177
2940	8676	174
2941	8678	171
2942	8681	168
2943	8684	165
2944	8687	162
2945	8690	159
2946	8693	156
2947	8695	153
2948	8698	150
2949	8701	147
2950	8704	144
2951	8707	141
2952	8710	138
2953	8713	135
2954	8716	132
2955	8718	129
2956	8721	126
2957	8724	123
2958	8727	120
2959	8730	117
2960	8733	115
2961	8736	112
2962	8739	109
2963	8742	106
2964	8745	103
2965	8748	100
2966	8750	97
2967	8753	94
2968	8756	91
2969	8759	88
2970	8761	85
2971	8764	82
2972	8767	79
2973	8770	76
2974	8773	73
2975	8776	70
2976	8778	67
2977	8781	64
2978	8784	61
2979	8786	58
2980	8789	56
2981	8792	53
2982	8795	50
2983	8798	47
2984	8800	44
2985	8803	41
2986	8806	38
2987	8808	35
2988	8812	32
2989	8815	29
2990	8818	26
2991	8821	23
2992	8823	20
2993	8826	17
2994	8829	14
2995	8832	11
2996	8835	8
2997	8838	5
2998	8841	2
2999	8844	0
