iter	RMSE
146	0.564091445
147	0.5631569459
148	0.5625090286
149	0.5616018001
150	0.560659964
151	0.5600462546
152	0.5590014936
153	0.5585814783
154	0.5581296072
155	0.5574445583
156	0.5568235193
157	0.5560989997
158	0.5555259279
159	0.5551160579
160	0.5544328084
161	0.5537682674
162	0.5529472339
163	0.5522775863
164	0.5518464602
165	0.5508432145
166	0.5499289127
167	0.5490678187
168	0.548409966
169	0.5476237491
170	0.5467405205
171	0.5462570138
172	0.5455121604
173	0.544929739
174	0.5444825314
175	0.5439492911
176	0.5436167515
177	0.5432022157
178	0.5428218926
179	0.542205982
180	0.5418064823
181	0.5411329542
182	0.540791612
183	0.5402084705
184	0.5398894934
185	0.5393875514
186	0.5387308387
187	0.5382310908
188	0.5376225549
189	0.5370119904
190	0.5364592363
191	0.5359136481
192	0.5354395418
193	0.5351463874
194	0.5347805036
195	0.5343209823
196	0.5339351451
197	0.5335345019
198	0.5332662461
199	0.5324892616
200	0.5321310992
201	0.531784828
202	0.5311386342
203	0.5306400259
204	0.5299225329
205	0.5296109705
206	0.528848194
207	0.5282913655
208	0.5278786209
209	0.5272491466
210	0.5268173087
211	0.5264257472
212	0.5259462062
213	0.5254060351
214	0.5247672489
215	0.5240207242
216	0.5235346126
217	0.5230389928
218	0.5225447729
219	0.5223529198
220	0.5217367316
221	0.5214457351
222	0.5209442896
223	0.5206380278
224	0.5203005352
225	0.5198329964
226	0.519180476
227	0.5189682031
228	0.5186117792
229	0.5182354337
230	0.517813824
231	0.5172790509
232	0.5167374034
233	0.5163954738
234	0.5159837126
235	0.5154996047
236	0.5151393826
237	0.5147523819
238	0.5143208001
239	0.5137718275
240	0.5134752587
241	0.5130944336
242	0.5127712297
243	0.5123500198
244	0.5118647884
245	0.5113009285
246	0.5110305693
247	0.5106156564
248	0.5102355902
249	0.5097940668
250	0.5095891463
251	0.5093197619
252	0.5089620133
253	0.5085530901
254	0.5082242331
255	0.5078170514
256	0.5074309771
257	0.5072195453
258	0.5069079531
259	0.5065072756
260	0.5062013787
261	0.5060130404
262	0.5057316353
263	0.5054425711
264	0.505040924
265	0.5047452029
266	0.5042822794
267	0.5039844661
268	0.5037358164
269	0.5033896871
270	0.5028463738
271	0.5026424759
272	0.5020488766
273	0.5018136971
274	0.5014951144
275	0.5010134145
276	0.5006007935
277	0.5002844182
278	0.4997328979
279	0.4992774296
280	0.4989319632
281	0.4985434102
282	0.4982102746
283	0.497969507
284	0.4976748855
285	0.497184457
286	0.4967447485
287	0.4965799125
288	0.4961952012
289	0.4958167686
290	0.4955017966
291	0.4952759678
292	0.494979595
293	0.494638475
294	0.4943621719
295	0.4940134401
296	0.4936479297
297	0.4934055343
298	0.4931163711
299	0.4927017719
300	0.4924322454
301	0.4921138466
302	0.4919360377
303	0.491487618
304	0.4912589886
305	0.490881229
306	0.4906599211
307	0.4903556933
308	0.490176849
309	0.4898463392
310	0.4896515365
311	0.4893812778
312	0.4889280736
313	0.48871814
314	0.4884898927
315	0.4882431376
316	0.4879406909
317	0.4875505269
318	0.487046558
319	0.4866273745
320	0.4863718394
321	0.4859929872
322	0.4857079569
323	0.4853927197
324	0.4852261945
325	0.4850410378
326	0.4846670397
327	0.4842464598
328	0.4838954547
329	0.4836927491
330	0.4834690418
331	0.4833446148
332	0.4828107374
333	0.4824051609
334	0.4818689344
335	0.4814892397
336	0.481196589
337	0.4809804901
338	0.4805959346
339	0.4803784661
340	0.4800333386
341	0.479882353
342	0.4796454745
343	0.4793680341
344	0.4788848707
345	0.4785457071
346	0.478340045
347	0.477942583
348	0.4776548335
349	0.477363163
350	0.4770624301
351	0.4766579057
352	0.476425408
353	0.4762073216
354	0.4759506374
355	0.4755629337
356	0.4754255993
357	0.4751536139
358	0.4750094505
359	0.4748378351
360	0.4746021585
361	0.4743144567
362	0.4740124547
363	0.4738178504
364	0.4736351102
365	0.473334833
366	0.4729888123
367	0.4727062904
368	0.4725464567
369	0.4722919927
370	0.4719924035
371	0.4716178132
372	0.4712980499
373	0.470950661
374	0.4707386953
375	0.4703420172
376	0.4699278462
377	0.4696571607
378	0.4693855944
379	0.4690728578
380	0.4687950119
381	0.4685120138
382	0.4680664666
383	0.4678283488
384	0.4674787784
385	0.4670962596
386	0.4668602984
387	0.4667284852
388	0.4664873212
389	0.4662867327
390	0.4660446959
391	0.4657416546
392	0.4655429929
393	0.465153748
394	0.4648693182
395	0.464574156
396	0.4643295416
397	0.4640706314
398	0.4636853764
399	0.463587395
400	0.4634386165
401	0.4632041024
402	0.4628436662
403	0.462638165
404	0.4625469228
405	0.4621218609
406	0.461872098
407	0.4615961598
408	0.4613987563
409	0.4610823265
410	0.4608104062
411	0.4605503016
412	0.4602914563
413	0.4601293174
414	0.4599630507
415	0.4596212507
416	0.4593216514
417	0.4591620702
418	0.4588550195
419	0.4586189207
420	0.4583847993
421	0.4581453652
422	0.4578912017
423	0.4576932015
424	0.4573105782
425	0.4569253448
426	0.456795865
427	0.4565861264
428	0.4561906243
429	0.4559669344
430	0.4558553324
431	0.4557297918
432	0.455608883
433	0.455324735
434	0.4551241373
435	0.4549967439
436	0.4547859292
437	0.4545581159
438	0.4542756417
439	0.4539899763
440	0.4537640378
441	0.4534216459
442	0.4531627006
443	0.4530053885
444	0.4527627022
445	0.4523463269
446	0.4522032859
447	0.4519894467
448	0.4516494324
449	0.4513925456
450	0.4511146235
451	0.4509206128
452	0.4506879747
453	0.450426118
454	0.4501894314
455	0.4500620143
456	0.4498997079
457	0.4497613317
458	0.4494255826
459	0.4492376428
460	0.4490166228
461	0.448788751
462	0.4485241249
463	0.4483299004
464	0.4480144929
465	0.4477772742
466	0.4474386704
467	0.4471071205
468	0.4469003628
469	0.4468274622
470	0.4466436531
471	0.4463575295
472	0.446208458
473	0.4457934919
474	0.4455058699
475	0.4453272277
476	0.4451641057
477	0.4449465839
478	0.4446804042
479	0.444445226
480	0.4443602384
481	0.4442461082
482	0.4438873965
483	0.4437162805
484	0.4435093054
485	0.4432295967
486	0.4430670159
487	0.4427606534
488	0.4424726781
489	0.4420815252
490	0.4420292837
491	0.4419000059
492	0.4417315491
493	0.4414917987
494	0.441347314
495	0.4412261416
496	0.4411038073
497	0.4408102272
498	0.4407170261
499	0.4405503397
500	0.4403979238
501	0.440111339
502	0.439978484
503	0.4397644535
504	0.439543265
505	0.4393969225
506	0.4391639427
507	0.4389374659
508	0.4387212365
509	0.4385390049
510	0.4384251565
511	0.4382261336
512	0.438047301
513	0.437934838
514	0.4377763017
515	0.4377535669
516	0.4374886127
517	0.4372720465
518	0.4368887519
519	0.4366967902
520	0.4362873242
521	0.4361481589
522	0.4359498236
523	0.4358059934
524	0.4355575752
525	0.4353389204
526	0.4351358749
527	0.4348384764
528	0.4345710534
529	0.4343195554
530	0.4340815619
531	0.4338790886
532	0.4337078638
533	0.4334013354
534	0.4331683983
535	0.4329465209
536	0.4328299523
537	0.4325906017
538	0.4323057626
539	0.4321547813
540	0.4319291315
541	0.4316531685
542	0.4314004447
543	0.4310912544
544	0.4308798324
545	0.4306753496
546	0.4305719993
547	0.4303972623
548	0.4302456382
549	0.4300767655
550	0.4297812627
551	0.42955915
552	0.429351066
553	0.4292102927
554	0.4290859204
555	0.4288621526
556	0.4286223424
557	0.4284361401
558	0.4283275146
559	0.4281469521
560	0.4279213546
561	0.4276592112
562	0.4275000731
563	0.4272072482
564	0.4270268486
565	0.4267765165
566	0.4265013171
567	0.426263698
568	0.42604129
569	0.4256339641
570	0.4254057802
571	0.4252118302
572	0.424998873
573	0.4248117347
574	0.4246422026
575	0.4245440574
576	0.4243520124
577	0.4241214585
578	0.4239090665
579	0.4236543456
580	0.4234569119
581	0.4232579997
582	0.4230638862
583	0.4228337798
584	0.4226676064
585	0.4224390382
586	0.422382911
587	0.4221942597
588	0.4219860359
589	0.4217143074
590	0.4215996585
591	0.4214686579
592	0.4212461627
593	0.4211003238
594	0.420892645
595	0.42067211
596	0.4205028695
597	0.4204319133
598	0.4202006025
599	0.420053163
600	0.4199257148
601	0.4198158899
602	0.4196811882
603	0.4195556674
604	0.4193155354
605	0.4192027931
606	0.4189988482
607	0.4189157118
608	0.4187123967
609	0.418536686
610	0.4184263317
611	0.4181371974
612	0.4179698396
613	0.4177396067
614	0.4175730988
615	0.4173383972
616	0.4171893622
617	0.4169495725
618	0.416749461
619	0.4165551633
620	0.4163904259
621	0.4162514145
622	0.4161018987
623	0.4159046149
624	0.4157805543
625	0.4155302268
626	0.4153596875
627	0.4151663427
628	0.4149366733
629	0.4147864616
630	0.4145933874
631	0.4143638408
632	0.4141468359
633	0.4140089914
634	0.413728959
635	0.4135217433
636	0.4133841264
637	0.4132787726
638	0.4130051669
639	0.4127876118
640	0.4126803423
641	0.4124993187
642	0.4123477725
643	0.4122326898
644	0.4120555954
645	0.4118866729
646	0.4116742159
647	0.4114597923
648	0.411179532
649	0.4108871425
650	0.41075556
651	0.4105715492
652	0.4104408214
653	0.4101627196
654	0.4099992252
655	0.4098714216
656	0.4095974005
657	0.409476994
658	0.4093154136
659	0.4091056648
660	0.4087564225
661	0.4085314286
662	0.4083486785
663	0.4081566592
664	0.4080637292
665	0.4079828382
666	0.4078405291
667	0.4076042786
668	0.4073917746
669	0.4073278714
670	0.4071221159
671	0.4068931862
672	0.406744753
673	0.4065542665
674	0.4064537487
675	0.406311658
676	0.4061851813
677	0.4060316893
678	0.4059487326
679	0.4057475366
680	0.4056187432
681	0.4054638838
682	0.4052624372
683	0.4051614391
684	0.404966927
685	0.4048191574
686	0.4046387029
687	0.4044804088
688	0.4043589554
689	0.4042575103
690	0.4040380758
691	0.4039306284
692	0.4037187989
693	0.4035113462
694	0.4033242568
695	0.403160156
696	0.4029916982
697	0.4027964162
698	0.4026085336
699	0.4024478292
700	0.4022709234
701	0.4020749374
702	0.4019311497
703	0.4017443085
704	0.401601362
705	0.4014934075
706	0.40133304
707	0.4011438344
708	0.4010526841
709	0.4008822698
710	0.4006799916
711	0.4006083275
712	0.4004785909
713	0.4002515529
714	0.4001175008
715	0.3999380053
716	0.3997557539
717	0.3994718136
718	0.3993468619
719	0.3992411207
720	0.3991165747
721	0.3990135071
722	0.398758103
723	0.3985045035
724	0.3983346089
725	0.3980696062
726	0.3979262389
727	0.3977975806
728	0.3976660589
729	0.3975130048
730	0.3974878407
731	0.3972783901
732	0.397171698
733	0.397028365
734	0.3969068872
735	0.3968476868
736	0.3967140682
737	0.3964952564
738	0.3963611817
739	0.3962977953
740	0.3962072639
741	0.3959786047
742	0.3958899243
743	0.3957279451
744	0.395542428
745	0.3953445665
746	0.3951756829
747	0.3950662455
748	0.3949175279
749	0.3947524468
750	0.3947121157
751	0.3944415683
752	0.3943466451
753	0.3942354582
754	0.3941398757
755	0.3940433928
756	0.3938340798
757	0.3936630544
758	0.3934216999
759	0.3932767382
760	0.3930791783
761	0.3929258808
762	0.3927599595
763	0.3926200974
764	0.3925040661
765	0.3923975583
766	0.3922629749
767	0.3921732132
768	0.3919953294
769	0.3918161742
770	0.3916281768
771	0.3915196187
772	0.3913750425
773	0.3911490669
774	0.3909461762
775	0.3907867161
776	0.39066651
777	0.3905570394
778	0.3903044229
779	0.3900718539
780	0.3899419434
781	0.389796779
782	0.3896094165
783	0.3894814759
784	0.3892756599
785	0.3891892148
786	0.3889246871
787	0.3887640317
788	0.3886893895
789	0.3885274762
790	0.3883999224
791	0.388167236
792	0.3880431597
793	0.3879440907
794	0.3877909995
795	0.3876541801
796	0.3875512413
797	0.387449435
798	0.3872691212
799	0.3870861948
800	0.3869490873
801	0.3867841938
802	0.3866224573
803	0.3865223167
804	0.3863572112
805	0.386249686
806	0.3861656955
807	0.386011206
808	0.385840856
809	0.3856950757
810	0.3855042656
811	0.385334991
812	0.3852065074
813	0.3851242475
814	0.3849561445
815	0.3847873095
816	0.3846950171
817	0.3845849377
818	0.3844799901
819	0.3843410661
820	0.3841881019
821	0.3840101004
822	0.3838338862
823	0.383667518
824	0.3835534566
825	0.3834152227
826	0.383273702
827	0.3831258435
828	0.3829894468
829	0.3828355044
830	0.3826285506
831	0.3824545118
832	0.3823733334
833	0.3822602727
834	0.3820782279
835	0.381946746
836	0.3818181741
837	0.3816758928
838	0.3815630058
839	0.3815331818
840	0.3813939074
841	0.3813068824
842	0.3811611432
843	0.3810230331
844	0.380901696
845	0.3807752674
846	0.380568316
847	0.3803796163
848	0.3802464785
849	0.3802149006
850	0.3801001916
851	0.3799656535
852	0.3798227986
853	0.379597951
854	0.3795320442
855	0.3793523271
856	0.3792229601
857	0.3791548869
858	0.3789826155
859	0.3789001346
860	0.3787602289
861	0.3786462914
862	0.3784834492
863	0.3783431176
864	0.3782066665
865	0.3781324715
866	0.3780718817
867	0.3779194238
868	0.3778412036
869	0.3777052314
870	0.3775152189
871	0.3774131953
872	0.3772663103
873	0.3771139084
874	0.377062407
875	0.3769374118
876	0.3767961043
877	0.376678721
878	0.3765176727
879	0.3763356539
880	0.3762154451
881	0.3760645753
882	0.3759253297
883	0.3758151745
884	0.3756883267
885	0.3755624666
886	0.3753873239
887	0.3751278176
888	0.3750201069
889	0.3749525288
890	0.3748485883
891	0.3747453204
892	0.3746157936
893	0.3744813395
894	0.374333029
895	0.3742083813
896	0.3740822472
897	0.3739676391
898	0.3738930172
899	0.3737174603
900	0.3735204978
901	0.3733915454
902	0.3732761363
903	0.3731766925
904	0.373077693
905	0.3728662968
906	0.3727119194
907	0.3726074019
908	0.3725579712
909	0.3723552305
910	0.3722602474
911	0.3721324581
912	0.3720978753
913	0.3719647451
914	0.371896946
915	0.3717640369
916	0.37166191
917	0.3715543018
918	0.3714623424
919	0.3712332375
920	0.3711761294
921	0.3710631699
922	0.3709294267
923	0.370803159
924	0.3706933096
925	0.3705638132
926	0.3704268728
927	0.3703546668
928	0.3702896485
929	0.3701858149
930	0.3699869535
931	0.3699172027
932	0.3697813505
933	0.3695793736
934	0.3694542175
935	0.3693103089
936	0.3692367302
937	0.3691202716
938	0.3690399922
939	0.3688829026
940	0.3687419847
941	0.3686028407
942	0.3685337939
943	0.3684072519
944	0.3682920431
945	0.3682519668
946	0.368139894
947	0.3680322952
948	0.367921331
949	0.3677580869
950	0.3676721077
951	0.3675775499
952	0.3675080499
953	0.3673514078
954	0.367300703
955	0.3672402209
956	0.3671223112
957	0.367000909
958	0.3668949303
959	0.3668106901
960	0.3667156525
961	0.366599545
962	0.3665466205
963	0.3663875559
964	0.3662421581
965	0.3661256005
966	0.3660610681
967	0.3659224328
968	0.3658056872
969	0.3657424742
970	0.3656252023
971	0.3655645467
972	0.3653904477
973	0.3653175952
974	0.3652241901
975	0.3651471459
976	0.3650082418
977	0.3649045673
978	0.3646909694
979	0.3645818035
980	0.3644695344
981	0.3643662578
982	0.3642192232
983	0.364019421
984	0.3639021005
985	0.3637828754
986	0.3636318327
987	0.3634961072
988	0.363418984
989	0.3632806761
990	0.3631497116
991	0.3630025685
992	0.362919131
993	0.3628095574
994	0.3626893663
995	0.3625573228
996	0.3625147316
997	0.3623634526
998	0.3621802015
999	0.3620906258
1000	0.3620138339
1001	0.3618443002
1002	0.3616949332
1003	0.3615816663
1004	0.3614767052
1005	0.3613157415
1006	0.3611503564
1007	0.3611007082
1008	0.3609819484
1009	0.3608770892
1010	0.3607576744
1011	0.3606522369
1012	0.3605513294
1013	0.3603895862
1014	0.3603007208
1015	0.3601462611
1016	0.3600341629
1017	0.3599258761
1018	0.3598453404
1019	0.3597579517
1020	0.3595672406
1021	0.3594303971
1022	0.3593229789
1023	0.3592190296
1024	0.3589999008
1025	0.3588554297
1026	0.3587507447
1027	0.3586461052
1028	0.3585592883
1029	0.3584883655
1030	0.3582944869
1031	0.3581541402
1032	0.3579721657
1033	0.3578384561
1034	0.3576866695
1035	0.3575496238
1036	0.3574139782
1037	0.3572256742
1038	0.3571503093
1039	0.3570196565
1040	0.3568639802
1041	0.3566475976
1042	0.3565235799
1043	0.3563763135
1044	0.3562571799
1045	0.3561028138
1046	0.3560050669
1047	0.35588799
1048	0.3557904776
1049	0.3556944531
1050	0.3556133034
1051	0.3554912054
1052	0.3553002862
1053	0.3551483138
1054	0.3550847273
1055	0.3550267253
1056	0.354908588
1057	0.3547641654
1058	0.354669661
1059	0.3545532517
1060	0.3544637174
1061	0.3542520624
1062	0.3541646265
1063	0.3540465845
1064	0.353837149
1065	0.3537421847
1066	0.3536111506
1067	0.353461086
1068	0.3532927997
1069	0.353183263
1070	0.3531089026
1071	0.3529041317
1072	0.3528179969
1073	0.3526584625
1074	0.3525803986
1075	0.3525154136
1076	0.3524050409
1077	0.3522488354
1078	0.3521590335
1079	0.3519802489
1080	0.351878002
1081	0.3516835064
1082	0.3516363355
1083	0.3515453711
1084	0.3514504638
1085	0.3513475501
1086	0.3512019526
1087	0.3510740757
1088	0.3509955002
1089	0.3508768794
1090	0.3508107812
1091	0.3507480401
1092	0.3506814215
1093	0.3505216042
1094	0.35034401
1095	0.3502436763
1096	0.3500898106
1097	0.3499665285
1098	0.3498954881
1099	0.3497939219
1100	0.3496818983
1101	0.3495349398
1102	0.3493843148
1103	0.3492606655
1104	0.3491315982
1105	0.3490716526
1106	0.3489494313
1107	0.3487861162
1108	0.3486721424
1109	0.3485926674
1110	0.3484849997
1111	0.3483709518
1112	0.3482738319
1113	0.3482495011
1114	0.3481145699
1115	0.3480245103
1116	0.3479451567
1117	0.3478783488
1118	0.347765859
1119	0.3476613392
1120	0.3475472356
1121	0.3475072641
1122	0.3474358626
1123	0.3473802535
1124	0.3473188595
1125	0.34720629
1126	0.3470528135
1127	0.3469182071
1128	0.3467790303
1129	0.3466588508
1130	0.346586608
1131	0.3465337797
1132	0.3464333223
1133	0.3463294129
1134	0.3462269372
1135	0.3460758178
1136	0.3460246758
1137	0.3458878311
1138	0.3458284327
1139	0.3457339027
1140	0.3456605224
1141	0.3455250872
1142	0.3454301079
1143	0.3453215243
1144	0.3452433378
1145	0.3451682396
1146	0.3450552325
1147	0.3450007108
1148	0.344925123
1149	0.3448073128
1150	0.3446677755
1151	0.3445549665
1152	0.344479498
1153	0.3443754095
1154	0.3442631639
1155	0.3441386989
1156	0.3440793693
1157	0.3439162783
1158	0.3438071337
1159	0.3436977346
1160	0.3436083456
1161	0.3434984959
1162	0.3433589974
1163	0.3432519289
1164	0.3431966455
1165	0.3430294883
1166	0.3428878107
1167	0.3427679412
1168	0.3427246279
1169	0.3426675172
1170	0.3425710175
1171	0.3424335789
1172	0.3423770867
1173	0.342275584
1174	0.3422284783
1175	0.3421972179
1176	0.3420790743
1177	0.342017496
1178	0.3418704981
1179	0.3417495694
1180	0.3416573572
1181	0.3415533779
1182	0.3414986665
1183	0.3414372593
1184	0.3413649097
1185	0.3413109649
1186	0.3412254168
1187	0.3412065982
1188	0.341095896
1189	0.3410029156
1190	0.3409123162
1191	0.3407673262
1192	0.3406615484
1193	0.3404974288
1194	0.3403828039
1195	0.3402941497
1196	0.3401557165
1197	0.3400458118
1198	0.3398895701
1199	0.3398829592
1200	0.339798691
1201	0.339629361
1202	0.3394999526
1203	0.339390744
1204	0.3392867303
1205	0.3392214339
1206	0.3390595549
1207	0.3390249499
1208	0.3389552674
1209	0.3388506298
1210	0.338754779
1211	0.3386508008
1212	0.338542434
1213	0.338460908
1214	0.3382872034
1215	0.3382045119
1216	0.3380997987
1217	0.3379527091
1218	0.3378236731
1219	0.3377371951
1220	0.3376310572
1221	0.3376045322
1222	0.3374881282
1223	0.3374072697
1224	0.3372554809
1225	0.3371551816
1226	0.3370208698
1227	0.3368964216
1228	0.3368213413
1229	0.3366836247
1230	0.3365449402
1231	0.3364519062
1232	0.3363575958
1233	0.3362528431
1234	0.3361220393
1235	0.3360592471
1236	0.3359411028
1237	0.3358740298
1238	0.3357797625
1239	0.3356961117
1240	0.3355619498
1241	0.3354741585
1242	0.3353392134
1243	0.3352674704
1244	0.3351673856
1245	0.3350895634
1246	0.3349624234
1247	0.3347643205
1248	0.3346571391
1249	0.3345873735
1250	0.3344660173
1251	0.3344029219
1252	0.334314104
1253	0.3342096033
1254	0.3341398835
1255	0.3340785447
1256	0.3339736008
1257	0.333876616
1258	0.3337486698
1259	0.3336361623
1260	0.3335248649
1261	0.3333891276
1262	0.3332931627
1263	0.33321245
1264	0.3331147936
1265	0.333051309
1266	0.3329397184
1267	0.332827275
1268	0.3327502819
1269	0.332651506
1270	0.3325295757
1271	0.3324354067
1272	0.3323800423
1273	0.3322856982
1274	0.3322231948
1275	0.3321086185
1276	0.3320538868
1277	0.3319276641
1278	0.3318349509
1279	0.3317729315
1280	0.3316974339
1281	0.3316287205
1282	0.3315345656
1283	0.3314438451
1284	0.3313312373
1285	0.3312282999
1286	0.3311865219
1287	0.3310838699
1288	0.3309714056
1289	0.3308548952
1290	0.330790096
1291	0.3306866347
1292	0.3305905334
1293	0.3305242198
1294	0.3303179936
1295	0.3302071987
1296	0.3300950885
1297	0.3299763182
1298	0.3298599041
1299	0.3297466626
1300	0.3296510452
1301	0.3295483617
1302	0.329396492
1303	0.3293501328
1304	0.3292531468
1305	0.3291520161
1306	0.329072168
1307	0.3290260843
1308	0.328905301
1309	0.3288547787
1310	0.3288071337
1311	0.3287123483
1312	0.3285827433
1313	0.3284543431
1314	0.3283490782
1315	0.328232436
1316	0.3281596781
1317	0.3280349057
1318	0.3278767218
1319	0.3278007008
1320	0.3276981013
1321	0.3276072788
1322	0.3274924366
1323	0.3273748688
1324	0.3272231883
1325	0.3270591921
1326	0.3269129288
1327	0.3267729885
1328	0.3266547943
1329	0.3266156112
1330	0.3265546569
1331	0.3264607133
1332	0.32642186
1333	0.3263244433
1334	0.326195087
1335	0.32609005
1336	0.3260387417
1337	0.3259371779
1338	0.3258199717
1339	0.3257221395
1340	0.3256314406
1341	0.3255334898
1342	0.3254579805
1343	0.3253299973
1344	0.3251828015
1345	0.3250962755
1346	0.3250376045
1347	0.3249457002
1348	0.3248273186
1349	0.3247200729
1350	0.3246532717
1351	0.3245498698
1352	0.3244171661
1353	0.3242968288
1354	0.3242103167
1355	0.3240524409
1356	0.3239742347
1357	0.3238612764
1358	0.3237904613
1359	0.3236694686
1360	0.3236018912
1361	0.3235085843
1362	0.3234695377
1363	0.3233492017
1364	0.3233090311
1365	0.3231734023
1366	0.323044497
1367	0.3229517947
1368	0.3228385552
1369	0.3227555758
1370	0.322647466
1371	0.3225865782
1372	0.3224829172
1373	0.3223397149
1374	0.3222709386
1375	0.3222004598
1376	0.3221029603
1377	0.3220330801
1378	0.3219187875
1379	0.321827191
1380	0.3217234647
1381	0.3215955492
1382	0.3214470386
1383	0.3213030914
1384	0.3211765461
1385	0.3210942115
1386	0.3210393115
1387	0.3209608005
1388	0.3208894264
1389	0.3207554349
1390	0.3207253833
1391	0.3206200989
1392	0.3205338845
1393	0.3204590983
1394	0.3203556982
1395	0.3203156063
1396	0.3201477854
1397	0.3200397453
1398	0.319930879
1399	0.3197979692
1400	0.3196523745
1401	0.3195617919
1402	0.3194994278
1403	0.3194007966
1404	0.3192957674
1405	0.3191637623
1406	0.3190502505
1407	0.3189821903
1408	0.3189076649
1409	0.3188213206
1410	0.3187500352
1411	0.3187003304
1412	0.3186428176
1413	0.318554918
1414	0.3184941173
1415	0.3183921238
1416	0.3182281888
1417	0.3181106596
1418	0.3179973593
1419	0.3179224246
1420	0.3178510716
1421	0.3177666899
1422	0.3176721833
1423	0.3176060207
1424	0.3175007829
1425	0.3173768604
1426	0.3172866932
1427	0.3171917363
1428	0.3171304874
1429	0.3170354385
1430	0.316967738
1431	0.3168715693
1432	0.3168262899
1433	0.3167155904
1434	0.316648053
1435	0.3165911663
1436	0.316557494
1437	0.3164669298
1438	0.316410209
1439	0.3163290359
1440	0.3161949686
1441	0.3161514467
1442	0.3160932973
1443	0.3159549266
1444	0.3159031466
1445	0.3157658896
1446	0.3156720441
1447	0.3155365792
1448	0.3154874499
1449	0.3154076504
1450	0.3153522454
1451	0.3152955707
1452	0.3152119113
1453	0.3151526677
1454	0.3150538681
1455	0.3149672418
1456	0.3148400494
1457	0.3147587531
1458	0.3147213868
1459	0.3146128291
1460	0.3145124805
1461	0.3144505398
1462	0.3143670019
1463	0.3142670293
1464	0.314186897
1465	0.314121571
1466	0.3140309692
1467	0.313968372
1468	0.3138959643
1469	0.3138525511
1470	0.3137836091
1471	0.3137359877
1472	0.3136009812
1473	0.3135322068
1474	0.313397916
1475	0.3133378212
1476	0.3132729135
1477	0.313168788
1478	0.3130669746
1479	0.31296319
1480	0.3128903816
1481	0.3127964882
1482	0.3127405063
1483	0.3126386698
1484	0.3125615884
1485	0.3124642939
1486	0.312312709
1487	0.3122490621
1488	0.3121806595
1489	0.3121225585
1490	0.3120462519
1491	0.3119471466
1492	0.311868673
1493	0.3117715638
1494	0.3116830042
1495	0.3115797026
1496	0.3114928749
1497	0.3114164953
1498	0.3113229438
1499	0.3111766169
1500	0.3110906269
1501	0.3110412828
1502	0.3109762218
1503	0.3108649333
1504	0.3107513903
1505	0.310642421
1506	0.3104986684
1507	0.3104222269
1508	0.3103099291
1509	0.310254775
1510	0.3101949312
1511	0.3101212018
1512	0.3100598143
1513	0.3099763062
1514	0.3099008693
1515	0.3098127809
