iter	RMSE
1516	0.3097246245
1517	0.3096314831
1518	0.3094966962
1519	0.3094436908
1520	0.3093857797
1521	0.3093139187
1522	0.3091937592
1523	0.3090812711
1524	0.3090119106
1525	0.3089524603
1526	0.3088965278
1527	0.3088358897
1528	0.3087343301
1529	0.3086553941
1530	0.3085335539
1531	0.3084572792
1532	0.3083266672
1533	0.3082732595
1534	0.3082192442
1535	0.3081677563
1536	0.3081039372
1537	0.3080112739
1538	0.3078965081
1539	0.3077889254
1540	0.3077078536
1541	0.3076433476
1542	0.3075607994
1543	0.3074794431
1544	0.3073587029
1545	0.3072532794
1546	0.307222289
1547	0.3071277196
1548	0.3070495821
1549	0.3069898916
1550	0.3069055126
1551	0.3068225212
1552	0.3067713952
1553	0.3067224531
1554	0.3066867628
1555	0.3065935837
1556	0.3064462089
1557	0.3063781393
1558	0.3063016004
1559	0.3062204234
1560	0.3061519254
1561	0.3060509826
1562	0.3060040991
1563	0.3058978301
1564	0.3058260992
1565	0.3057580025
1566	0.3056807284
1567	0.3056065049
1568	0.305536553
1569	0.3054683315
1570	0.3053690219
1571	0.3052818561
1572	0.3051903301
1573	0.3051171792
1574	0.3049993625
1575	0.304913364
1576	0.3048124775
1577	0.3047566227
1578	0.3046878633
1579	0.3046174221
1580	0.3045436002
1581	0.3044742697
1582	0.3044275734
1583	0.304346871
1584	0.3042561067
1585	0.3041943987
1586	0.3041168246
1587	0.3040409203
1588	0.3039475529
1589	0.3038340708
1590	0.3037829618
1591	0.3036765169
1592	0.3035571525
1593	0.3034727414
1594	0.3033625121
1595	0.3032842247
1596	0.3031366312
1597	0.3030421068
1598	0.3029642188
1599	0.3029193552
1600	0.3028413171
1601	0.3027592025
1602	0.3027172116
1603	0.3026573717
1604	0.3025627023
1605	0.3024785037
1606	0.302429913
1607	0.3023594827
1608	0.3023128459
1609	0.3022308843
1610	0.3021593459
1611	0.3020865137
1612	0.3020251559
1613	0.3019268912
1614	0.3018183234
1615	0.3017430682
1616	0.3016401552
1617	0.3015563844
1618	0.3014447477
1619	0.3013792181
1620	0.3012676644
1621	0.3011678865
1622	0.3010301532
1623	0.3009431314
1624	0.3008831993
1625	0.3007869929
1626	0.3006628083
1627	0.3005784868
1628	0.3004348619
1629	0.3003338611
1630	0.3002749185
1631	0.3001378907
1632	0.3000689471
1633	0.3000370306
1634	0.2999946563
1635	0.2998943735
1636	0.2997967797
1637	0.2997193892
1638	0.2996613176
1639	0.2995897715
1640	0.2994716906
1641	0.2993708165
1642	0.2992550634
1643	0.299158235
1644	0.2990567139
1645	0.2989603472
1646	0.2988716614
1647	0.2988068647
1648	0.29875662
1649	0.2986853801
1650	0.2985885178
1651	0.2984768896
1652	0.2984260366
1653	0.2983762728
1654	0.2982685762
1655	0.2981941644
1656	0.2981592733
1657	0.2980874833
1658	0.2980044078
1659	0.2979514137
1660	0.2979024232
1661	0.2978402032
1662	0.2977327687
1663	0.297681215
1664	0.2976120938
1665	0.2975394006
1666	0.2974644043
1667	0.2974067783
1668	0.2974054201
1669	0.2973284106
1670	0.2972530895
1671	0.2972412018
1672	0.2971611944
1673	0.2970606584
1674	0.2969874492
1675	0.2969429848
1676	0.2968904388
1677	0.2968581289
1678	0.296784493
1679	0.2967419271
1680	0.2966692978
1681	0.2966103464
1682	0.2964912178
1683	0.2963995949
1684	0.2963261106
1685	0.296239266
1686	0.2961693239
1687	0.2960994401
1688	0.2959692523
1689	0.2958802198
1690	0.2957916137
1691	0.2957327431
1692	0.2956308828
1693	0.2956007432
1694	0.2955375041
1695	0.2954810414
1696	0.2953646098
1697	0.2953043245
1698	0.2952114923
1699	0.29510263
1700	0.2950324672
1701	0.2949692483
1702	0.2948895037
1703	0.2947723071
1704	0.2947714443
1705	0.2946736853
1706	0.2945836453
1707	0.2945281089
1708	0.2944876256
1709	0.2944108566
1710	0.2943553687
1711	0.2943224796
1712	0.2942315955
1713	0.2941601987
1714	0.2940392284
1715	0.2939884346
1716	0.2938906119
1717	0.2938142583
1718	0.2937708052
1719	0.2936670241
1720	0.2935842318
1721	0.2935103947
1722	0.2933996189
1723	0.2933246018
1724	0.2932197136
1725	0.2931450516
1726	0.2930509089
1727	0.2929899155
1728	0.2929062172
1729	0.2928485759
1730	0.2927648674
1731	0.2927073064
1732	0.2926800776
1733	0.292630197
1734	0.2925477844
1735	0.2925044079
1736	0.292404772
1737	0.2923280164
1738	0.2922527092
1739	0.2921932182
1740	0.2920875641
1741	0.2919977002
1742	0.2918905295
1743	0.2918248082
1744	0.2917515585
1745	0.2916665886
1746	0.2916119642
1747	0.2915395763
1748	0.2914482717
1749	0.2914041893
1750	0.291318212
1751	0.291225926
1752	0.2911690497
1753	0.291084847
1754	0.2910013284
1755	0.2908797677
1756	0.290828132
1757	0.2907716598
1758	0.2907042565
1759	0.2906744791
1760	0.2906083553
1761	0.2905175079
1762	0.2904075413
1763	0.2903287331
1764	0.2902032932
1765	0.2901345329
1766	0.2900789883
1767	0.2900179896
1768	0.289918473
1769	0.2898391423
1770	0.2897625548
1771	0.2896600283
1772	0.2895697232
1773	0.2895165808
1774	0.2894492011
1775	0.2893299589
1776	0.2892400264
1777	0.2891709118
1778	0.289060581
1779	0.28896485
1780	0.2888936056
1781	0.2888431356
1782	0.2887606088
1783	0.288706058
1784	0.2886304252
1785	0.2885420258
1786	0.288477052
1787	0.2883745855
1788	0.2883320558
1789	0.2882546521
1790	0.2881899385
1791	0.2881005543
1792	0.288034612
1793	0.2879390983
1794	0.287858932
1795	0.2877653603
1796	0.287693366
1797	0.287568847
1798	0.2875074183
1799	0.2874484457
1800	0.2874071318
1801	0.2873412781
1802	0.2872711961
1803	0.2872109248
1804	0.2871789489
1805	0.2871181197
1806	0.2870723239
1807	0.2870261288
1808	0.2869334628
1809	0.2868246453
1810	0.2867377234
1811	0.2867112626
1812	0.2866390092
1813	0.2865212806
1814	0.2864118409
1815	0.2863366818
1816	0.2862374458
1817	0.2861375555
1818	0.2860306784
1819	0.2859435672
1820	0.2858577336
1821	0.2857621205
1822	0.2856620606
1823	0.2855914941
1824	0.2854993314
1825	0.2854406465
1826	0.2853865876
1827	0.2853168778
1828	0.2852092865
1829	0.2851551935
1830	0.2850691672
1831	0.2849920113
1832	0.2849914438
1833	0.2849245383
1834	0.2848669693
1835	0.2847602898
1836	0.284682919
1837	0.2846491371
1838	0.2845910645
1839	0.2845042402
1840	0.2844336341
1841	0.2843609002
1842	0.2843260128
1843	0.2843024885
1844	0.2842335754
1845	0.2841603595
1846	0.2841157265
1847	0.2840527913
1848	0.2839804759
1849	0.2839272657
1850	0.2838499758
1851	0.2837951281
1852	0.2837238523
1853	0.2836847225
1854	0.2836417912
1855	0.2835573072
1856	0.2834975634
1857	0.2834001877
1858	0.2833203349
1859	0.2831928799
1860	0.2831400233
1861	0.2830391964
1862	0.2829565205
1863	0.2828970037
1864	0.2828623133
1865	0.2828136201
1866	0.2827449224
1867	0.282651048
1868	0.282596011
1869	0.2825523312
1870	0.2824687085
1871	0.2824306238
1872	0.2823293004
1873	0.2822311637
1874	0.2821845422
1875	0.2821450791
1876	0.2821052732
1877	0.2820054427
1878	0.2819582036
1879	0.2819030216
1880	0.2818654165
1881	0.281765222
1882	0.2816657036
1883	0.2815959281
1884	0.281534505
1885	0.2814650393
1886	0.2813683352
1887	0.2813316633
1888	0.2812381639
1889	0.2812079443
1890	0.2811623221
1891	0.2811118639
1892	0.2810623179
1893	0.2809401641
1894	0.2808917623
1895	0.2808908245
1896	0.2807794299
1897	0.2806880765
1898	0.2806382561
1899	0.2806148965
1900	0.2805550098
1901	0.2804764583
1902	0.280422539
1903	0.2803445686
1904	0.2802808166
1905	0.2802098218
1906	0.2801265182
1907	0.2800677085
1908	0.2800131522
1909	0.2799641122
1910	0.2799002006
1911	0.2798399872
1912	0.2797848859
1913	0.279707641
1914	0.2796338036
1915	0.2795217892
1916	0.2794342766
1917	0.2793510314
1918	0.2793129467
1919	0.2793115756
1920	0.2792632084
1921	0.2792187103
1922	0.2791662774
1923	0.2791005714
1924	0.279004091
1925	0.2789361322
1926	0.2788448522
1927	0.2787597894
1928	0.2787433486
1929	0.2786584464
1930	0.2785796352
1931	0.2784965877
1932	0.2783987194
1933	0.2783181173
1934	0.2782759923
1935	0.2782490353
1936	0.2781999542
1937	0.2781324877
1938	0.2780944207
1939	0.2780457385
1940	0.2779708586
1941	0.2779165306
1942	0.2778505254
1943	0.2777941445
1944	0.2777505304
1945	0.2776770931
1946	0.2776273969
1947	0.2775833925
1948	0.2775404907
1949	0.277512915
1950	0.2774755917
1951	0.2774284357
1952	0.2773701175
1953	0.2773133787
1954	0.2772750585
1955	0.2772235965
1956	0.277141293
1957	0.2770665445
1958	0.276979196
1959	0.2768717693
1960	0.2768110387
1961	0.2766782034
1962	0.2766281861
1963	0.2765624213
1964	0.2764874545
1965	0.2764521113
1966	0.27639019
1967	0.276364891
1968	0.2763311589
1969	0.27630004
1970	0.276229872
1971	0.2761924071
1972	0.2761212181
1973	0.276035274
1974	0.2759738712
1975	0.2758846145
1976	0.2758234563
1977	0.2757251135
1978	0.2756138515
1979	0.2755364738
1980	0.2755018915
1981	0.2754454264
1982	0.2754114272
1983	0.275342204
1984	0.2752574684
1985	0.2752124952
1986	0.2751470218
1987	0.275082328
1988	0.2750101899
1989	0.2749341075
1990	0.2748793468
1991	0.2748405799
1992	0.2747548178
1993	0.2747036746
1994	0.2746176606
1995	0.2745130951
1996	0.2744558743
1997	0.2744208368
1998	0.2743623301
1999	0.2743156945
2000	0.2742621074
2001	0.2741754523
2002	0.2740911003
2003	0.2740320201
2004	0.273920085
2005	0.2738623907
2006	0.2738179345
2007	0.2737414432
2008	0.2736924599
2009	0.2736501221
2010	0.2735897493
2011	0.2734987244
2012	0.2734049789
2013	0.273334594
2014	0.273252516
2015	0.2732364397
2016	0.2731676234
2017	0.2730648394
2018	0.272939554
2019	0.2728503115
2020	0.272800051
2021	0.2726875706
2022	0.2725982252
2023	0.2725588346
2024	0.27248912
2025	0.2724228408
2026	0.2723353108
2027	0.2722833264
2028	0.2722181149
2029	0.2721571243
2030	0.2720583795
2031	0.272030463
2032	0.2719694705
2033	0.2718917403
2034	0.2718292947
2035	0.2717653065
2036	0.2717047372
2037	0.2716529269
2038	0.2715930655
2039	0.2714701925
2040	0.2714331255
2041	0.2713950137
2042	0.2713248981
2043	0.2712400324
2044	0.2711942437
2045	0.2711362421
2046	0.2710650282
2047	0.2710392444
2048	0.2709657854
2049	0.270838875
2050	0.2707494408
2051	0.2706927394
2052	0.2706105227
2053	0.2705697364
2054	0.2705088223
2055	0.2704044518
2056	0.2703551015
2057	0.2703348854
2058	0.2702530963
2059	0.2701655902
2060	0.2700911001
2061	0.2700318617
2062	0.2699655208
2063	0.2698860517
2064	0.26983335
2065	0.2697652576
2066	0.2696992867
2067	0.2696312776
2068	0.2695591909
2069	0.2694862525
2070	0.2694408579
2071	0.26936851
2072	0.2693186959
2073	0.2692318716
2074	0.2691537727
2075	0.2691111135
2076	0.2689944274
2077	0.2689577792
2078	0.2688722018
2079	0.2687859507
2080	0.2687400991
2081	0.2687052456
2082	0.2686350925
2083	0.2685548669
2084	0.2685068463
2085	0.2684126541
2086	0.2683394026
2087	0.268285554
2088	0.2682289777
2089	0.2681612485
2090	0.2680953773
2091	0.2680586995
2092	0.2680074852
2093	0.2679126331
2094	0.2678459625
2095	0.2677593844
2096	0.2677331257
2097	0.2676908253
2098	0.2676110736
2099	0.2675738214
2100	0.2675003806
2101	0.2674642947
2102	0.2674258006
2103	0.2673502025
2104	0.2672899133
2105	0.2672487748
2106	0.2671678395
2107	0.2670674228
2108	0.2669756867
2109	0.2669217504
2110	0.2668598237
2111	0.2667986059
2112	0.266756041
2113	0.2667237669
2114	0.2666747221
2115	0.2665981487
2116	0.2665068549
2117	0.2664538991
2118	0.2663988691
2119	0.2663140726
2120	0.2662601814
2121	0.2662145367
2122	0.266172223
2123	0.26610732
2124	0.2660586227
2125	0.265986225
2126	0.2659249746
2127	0.2658596246
2128	0.2658092651
2129	0.2657461059
2130	0.2656800267
2131	0.2655867141
2132	0.2655514199
2133	0.2654988994
2134	0.2654402455
2135	0.2653933473
2136	0.2653237025
2137	0.2652611737
2138	0.2651942218
2139	0.2651322014
2140	0.2650957086
2141	0.2650611064
2142	0.2650240901
2143	0.2649534385
2144	0.2648674695
2145	0.2648642046
2146	0.2647848497
2147	0.2646986222
2148	0.2646405391
2149	0.2646103713
2150	0.2645657417
2151	0.2645266178
2152	0.264493725
2153	0.2644457043
2154	0.2643406378
2155	0.2642876546
2156	0.2642487169
2157	0.2641759637
2158	0.2641277756
2159	0.2640874158
2160	0.2640170305
2161	0.2639635962
2162	0.263909042
2163	0.2638754153
2164	0.2638074621
2165	0.2637136026
2166	0.263652612
2167	0.2635939119
2168	0.2635407322
2169	0.2634660426
2170	0.2634131057
2171	0.2633158959
2172	0.2632721782
2173	0.2632285977
2174	0.2631450484
2175	0.2631250581
2176	0.2630785073
2177	0.2630221032
2178	0.2629403074
2179	0.2628929078
2180	0.2628719259
2181	0.2628046186
2182	0.2627813678
2183	0.262729235
2184	0.2626829937
2185	0.262658333
2186	0.2625586391
2187	0.2624982187
2188	0.2624542214
2189	0.2624201975
2190	0.2623150174
2191	0.2622308282
2192	0.2621552418
2193	0.2620969793
2194	0.2620139984
2195	0.2619639394
2196	0.2619000106
2197	0.2618401505
2198	0.2617571898
2199	0.2616804737
2200	0.2616093016
2201	0.2615493926
2202	0.2615156268
2203	0.2614649811
2204	0.2614267534
2205	0.2613797258
2206	0.2613052758
2207	0.2612571016
2208	0.2612118174
2209	0.2611354746
2210	0.2610673161
2211	0.2610067196
2212	0.260958247
2213	0.2609193004
2214	0.2608731436
2215	0.2607992647
2216	0.2607447468
2217	0.2606801727
2218	0.2606276567
2219	0.2605815868
2220	0.2605154599
2221	0.2604562437
2222	0.2604052393
2223	0.2602956245
2224	0.2602155126
2225	0.2601502006
2226	0.2601171842
2227	0.2600622815
2228	0.2600075445
2229	0.2599300178
2230	0.2598612252
2231	0.2598004366
2232	0.2597416077
2233	0.2596764578
2234	0.2596363195
2235	0.2595458758
2236	0.259509088
2237	0.2594649849
2238	0.259414389
2239	0.2593106025
2240	0.2592791033
2241	0.2591924935
2242	0.2591456924
2243	0.2590777364
2244	0.2590251465
2245	0.2589791934
2246	0.2588958866
2247	0.258834737
2248	0.2587639918
2249	0.2587269108
2250	0.2586455277
2251	0.2586075757
2252	0.258565668
2253	0.25851708
2254	0.2584568625
2255	0.2583783795
2256	0.2583068075
2257	0.2582740231
2258	0.2582226512
2259	0.2581595813
2260	0.2581014492
2261	0.2580281119
2262	0.2579708165
2263	0.257902344
2264	0.257826527
2265	0.2578131351
2266	0.2577400457
2267	0.2576607073
2268	0.2576257537
2269	0.2575582264
2270	0.257475672
2271	0.2574408007
2272	0.2574054791
2273	0.2572946868
2274	0.2572415744
2275	0.2571637636
2276	0.2570803643
2277	0.2570159809
2278	0.2569490071
2279	0.2568987358
2280	0.2568428558
2281	0.2568067122
2282	0.2567480664
2283	0.2566873407
2284	0.2566297406
2285	0.2565775416
2286	0.2564798871
2287	0.256425873
2288	0.2563483539
2289	0.2562859187
2290	0.2562419838
2291	0.2561545949
2292	0.2561077793
2293	0.2560637474
2294	0.2560113285
2295	0.2559463858
2296	0.2558571134
2297	0.2558026905
2298	0.2557339731
2299	0.2556233446
2300	0.2555633401
2301	0.2555379542
2302	0.2554770801
2303	0.2554250927
2304	0.2553704607
2305	0.2553098668
2306	0.2552348414
2307	0.255164246
2308	0.255064179
2309	0.2549936021
2310	0.2549023026
2311	0.2548402255
2312	0.2548020537
2313	0.2547412819
2314	0.2546962508
2315	0.2546538972
2316	0.2545966817
2317	0.2545267636
2318	0.2544328447
2319	0.2543843949
2320	0.2543485552
2321	0.2543062454
2322	0.2542832249
2323	0.2542145269
2324	0.2541770304
2325	0.2540811936
2326	0.2539961753
2327	0.2538866758
2328	0.2538170753
2329	0.253768329
2330	0.2537099456
2331	0.2536303483
2332	0.2535976109
2333	0.2535384652
2334	0.2534466119
2335	0.2533795023
2336	0.2533494335
2337	0.2532833756
2338	0.2532434563
2339	0.2531622929
2340	0.2531433124
2341	0.2530678475
2342	0.2530208337
2343	0.252980713
2344	0.2529311288
2345	0.2528760826
2346	0.2528076888
2347	0.2527838648
2348	0.2527136799
2349	0.2526738037
2350	0.2526111771
2351	0.2525117697
2352	0.2524553446
2353	0.2523931774
2354	0.2523257242
2355	0.2522653374
2356	0.2522225624
2357	0.2521616229
2358	0.2521209759
2359	0.2520736451
2360	0.2520215908
2361	0.2519809674
2362	0.2519098315
2363	0.2518640515
2364	0.2518006979
2365	0.2517593045
2366	0.251731938
2367	0.2516877164
2368	0.2515998105
2369	0.2515225682
2370	0.2514562994
2371	0.2514082772
2372	0.2513661244
2373	0.2513093212
2374	0.2512634375
2375	0.251204946
2376	0.2511302622
2377	0.2510634842
2378	0.2510593161
2379	0.2510088618
2380	0.2509462981
2381	0.2508884359
2382	0.2508598447
2383	0.2508308366
2384	0.2507941455
2385	0.250702277
2386	0.2506438149
2387	0.2505860919
2388	0.2505239753
2389	0.2504979833
2390	0.2504360779
2391	0.2503947093
2392	0.2503274059
2393	0.2502786949
2394	0.2502364832
2395	0.2501913168
2396	0.2501520987
2397	0.2500987267
2398	0.2500641842
2399	0.2500099268
2400	0.2499590719
2401	0.249887221
2402	0.2498298674
2403	0.2497694623
2404	0.2496846067
2405	0.2496299625
2406	0.2495644392
2407	0.2495153796
2408	0.2494751011
2409	0.2494222516
2410	0.249359974
2411	0.2493061591
2412	0.2492611227
2413	0.2491935286
2414	0.2491525609
2415	0.2491227771
2416	0.2490931392
2417	0.2490067153
2418	0.2489657392
2419	0.2488764668
2420	0.248860519
2421	0.2487671415
2422	0.2487329094
2423	0.2486813254
2424	0.2486200977
2425	0.2485883637
2426	0.2485147314
2427	0.2484626147
2428	0.2484207562
2429	0.2484113837
2430	0.2483351373
2431	0.248266417
2432	0.2482064358
2433	0.2481625118
2434	0.2480846155
2435	0.2480211243
2436	0.2479098346
2437	0.2478744528
2438	0.2478435571
2439	0.2477557723
2440	0.2476722507
2441	0.2476138829
2442	0.2475288149
2443	0.247471348
2444	0.2474087464
2445	0.2473520774
2446	0.2472820796
2447	0.2472097236
2448	0.2471494386
2449	0.2471488929
2450	0.2471030676
2451	0.2470544733
2452	0.2469783231
2453	0.2469778554
2454	0.246881577
2455	0.246798276
2456	0.2467281974
2457	0.2466884228
2458	0.2466328739
2459	0.2465778278
2460	0.2465431778
2461	0.246487659
2462	0.2464452339
2463	0.2463620356
2464	0.2463084088
2465	0.2462577577
2466	0.2462199505
2467	0.2461704101
2468	0.2461211651
2469	0.2460306806
2470	0.2459746455
2471	0.2459112713
2472	0.2458603224
2473	0.2458384702
2474	0.2457956467
2475	0.2457737111
2476	0.2457001587
2477	0.2456607485
2478	0.2455952905
2479	0.2455700027
2480	0.2455122409
2481	0.2454271817
2482	0.2453563222
2483	0.2453189193
2484	0.2452267142
2485	0.245177477
2486	0.2451246788
2487	0.2450913053
2488	0.2450096918
2489	0.2449468696
2490	0.2448908261
2491	0.2448143374
2492	0.2447847741
2493	0.2447272986
2494	0.2446755498
2495	0.2446285274
2496	0.2446012173
2497	0.2445015733
2498	0.244447601
2499	0.2444092324
2500	0.244344626
2501	0.2442748047
2502	0.2441993796
2503	0.2441543305
2504	0.2440584135
2505	0.2440292806
2506	0.2439600061
2507	0.2439307751
2508	0.2438615448
2509	0.2438050304
2510	0.2437483324
2511	0.2436927394
2512	0.2436389479
2513	0.2436016992
2514	0.2435612393
2515	0.2435254078
2516	0.2434665623
2517	0.2433957598
2518	0.2433493172
2519	0.2432897215
2520	0.2432420895
2521	0.2431926379
2522	0.2431312366
2523	0.2430836661
2524	0.2430454813
2525	0.2430027315
2526	0.242960438
2527	0.242900644
2528	0.2428387132
2529	0.2427685502
2530	0.2426796411
2531	0.2426048771
2532	0.2425650945
2533	0.2425167552
2534	0.2424647095
2535	0.2424213103
2536	0.2423435882
2537	0.2423145851
2538	0.2422276646
2539	0.2421726577
2540	0.2421119084
2541	0.242057316
2542	0.2419948345
2543	0.2419619227
2544	0.2419015837
2545	0.2418593434
2546	0.2418185397
2547	0.2417825506
2548	0.2417536573
2549	0.2416970787
2550	0.2416621731
2551	0.2415903855
2552	0.2415243783
2553	0.2414652746
2554	0.2413957734
2555	0.241332876
2556	0.2412751072
2557	0.2412264606
2558	0.2411719781
2559	0.2411287278
2560	0.2410625672
2561	0.2409846208
2562	0.2409508262
2563	0.2408671289
2564	0.2408154287
2565	0.2407439135
2566	0.240699616
2567	0.2406539808
2568	0.2406067458
2569	0.240529655
2570	0.240467038
2571	0.2404343778
2572	0.2404093768
2573	0.2403726825
2574	0.2403388111
2575	0.2402914906
2576	0.2402553271
2577	0.240162516
2578	0.2400917325
2579	0.2400698403
2580	0.2399739396
2581	0.239918914
2582	0.2398424491
2583	0.2398092256
2584	0.2397086778
2585	0.2396544594
2586	0.2396153951
2587	0.2395628616
2588	0.2395275775
2589	0.2394552737
2590	0.2394024033
2591	0.2393378189
2592	0.2392965959
2593	0.2392662328
2594	0.2391929136
2595	0.2391051039
2596	0.2390694335
2597	0.2390244427
2598	0.2389538228
2599	0.2389114759
2600	0.2388987471
2601	0.2388135613
2602	0.2387958642
2603	0.2387496202
2604	0.2387170891
2605	0.238654242
2606	0.2386085946
2607	0.2385682606
2608	0.2385089819
2609	0.2384659512
2610	0.2384206979
2611	0.2383877865
2612	0.2383603907
2613	0.238352651
2614	0.2383044711
2615	0.2382435902
2616	0.2381975893
2617	0.2381499331
2618	0.2380725968
2619	0.2380236976
2620	0.2379886987
2621	0.2379504098
2622	0.2378822129
2623	0.2378214679
2624	0.2377988382
2625	0.2377564907
2626	0.2377176981
2627	0.2376541043
2628	0.237573908
2629	0.2375310022
2630	0.237438058
2631	0.2373849059
2632	0.2373190803
2633	0.2372516712
2634	0.2372205963
2635	0.2371637781
2636	0.2371312157
2637	0.2370769567
2638	0.2370384567
2639	0.2369833823
2640	0.2369144906
2641	0.2368749581
2642	0.2368163018
2643	0.236759205
2644	0.236718113
2645	0.2366399409
2646	0.2365896139
2647	0.2365392164
2648	0.2364956419
2649	0.2364320115
2650	0.2363557351
2651	0.2363135868
2652	0.2362802026
2653	0.2362571397
2654	0.2362274465
2655	0.2361817578
2656	0.2361269144
2657	0.2360875111
2658	0.2360145207
2659	0.2359826919
2660	0.2359256072
2661	0.2358129485
2662	0.2357803023
2663	0.2357744774
2664	0.2357004581
2665	0.2356722528
2666	0.2356299113
2667	0.2355484308
2668	0.2354857654
2669	0.2354321218
2670	0.2353932987
2671	0.235324756
2672	0.2352917866
2673	0.2352308736
2674	0.2351655198
2675	0.2351112741
2676	0.2350934213
2677	0.2350714756
2678	0.2350240398
2679	0.234981472
2680	0.2349329496
2681	0.2348706275
2682	0.234811219
2683	0.2347635719
2684	0.2347334943
2685	0.2346776751
2686	0.2346128317
2687	0.2345755879
2688	0.2345500567
2689	0.2345332173
2690	0.2345067868
2691	0.2344329734
2692	0.2343669555
2693	0.2343176317
2694	0.2342801425
2695	0.2342496214
2696	0.2341917156
2697	0.2341885301
2698	0.2341277033
2699	0.2340963816
2700	0.2340420622
2701	0.2339937256
2702	0.2339841985
2703	0.2339160093
2704	0.233861783
2705	0.2337937082
2706	0.2337578868
2707	0.2337341337
2708	0.2336732832
2709	0.2336525616
2710	0.2335730452
2711	0.23352186
2712	0.2334800459
2713	0.2334569134
2714	0.2334131582
2715	0.2333345795
2716	0.2332761173
2717	0.2332385258
2718	0.2331882351
2719	0.2331437414
2720	0.2330991961
2721	0.2330298198
2722	0.2329833985
2723	0.232876456
2724	0.2328406399
2725	0.2327778201
2726	0.2327378239
2727	0.2326941708
2728	0.2326191087
2729	0.232566226
2730	0.2324997342
2731	0.2324559339
2732	0.2324196859
2733	0.2323821127
2734	0.2323519282
2735	0.2323421011
2736	0.2322896272
2737	0.2322239863
2738	0.2321618695
2739	0.2320903105
2740	0.2320599911
2741	0.2320308166
2742	0.2319979101
2743	0.2319711884
2744	0.2319188944
2745	0.2318989765
2746	0.2318608501
2747	0.2317758701
2748	0.2317268569
2749	0.2316986095
2750	0.231648959
2751	0.2316021232
2752	0.2315484097
2753	0.2314999437
2754	0.2314665914
2755	0.2314379163
2756	0.2313785019
2757	0.2313035654
2758	0.2312913134
2759	0.2312483909
2760	0.2312044686
2761	0.2311472578
2762	0.2311217683
2763	0.2310704556
2764	0.2310506362
2765	0.2310145128
2766	0.230960322
2767	0.2309319544
2768	0.2308733969
2769	0.2308461593
2770	0.2307953064
2771	0.2307384029
2772	0.2306698552
2773	0.2305889716
2774	0.2305602244
2775	0.2304916402
2776	0.2304167215
2777	0.2303470858
2778	0.2303177447
2779	0.2302965551
2780	0.2302578941
2781	0.2302174772
2782	0.2301949908
2783	0.2301242481
2784	0.2300742748
2785	0.230051241
2786	0.2299829552
2787	0.2299229756
2788	0.2298697174
2789	0.2298389238
2790	0.2297798389
2791	0.2297172608
2792	0.2296778235
2793	0.2296586216
2794	0.2296162323
2795	0.2295542477
2796	0.2294923272
2797	0.2294338384
2798	0.2293877669
2799	0.229328813
2800	0.229294996
2801	0.2292678539
2802	0.2292079033
2803	0.2291582886
2804	0.2291324348
2805	0.2290873889
2806	0.2290447129
2807	0.2289946647
2808	0.2289381488
2809	0.2288623118
2810	0.2287907386
2811	0.2287371559
2812	0.2286835203
2813	0.2286236313
2814	0.228573472
2815	0.2285329377
2816	0.2284690114
2817	0.2284030076
2818	0.2283323496
2819	0.2282927325
2820	0.2282616925
2821	0.228218638
2822	0.2281635235
2823	0.2281116938
2824	0.2280601685
2825	0.2280156002
2826	0.2279454141
2827	0.2278832486
2828	0.2278408187
2829	0.2277924666
2830	0.2277573867
2831	0.2277379726
2832	0.2276834611
2833	0.2276493754
2834	0.2276069614
2835	0.2275640183
2836	0.2275126608
2837	0.2274623724
2838	0.2274298803
2839	0.2273840138
2840	0.2273447975
2841	0.2272880875
2842	0.2272350867
2843	0.227184033
2844	0.2271356637
2845	0.2270898044
2846	0.2270279023
2847	0.2269636241
2848	0.2269319635
2849	0.2269021887
2850	0.2268425723
2851	0.2267883769
2852	0.2267444044
2853	0.2267229239
2854	0.2266811649
2855	0.2266488751
2856	0.2266086225
2857	0.2265676634
2858	0.2265393256
2859	0.2264904768
2860	0.2264428275
2861	0.2263721146
2862	0.226318141
2863	0.2262813299
2864	0.2262448233
2865	0.2261827346
2866	0.2261103326
2867	0.226052021
2868	0.2260163973
2869	0.2259414748
2870	0.2259013935
2871	0.2258548805
2872	0.2257899112
2873	0.2257352101
2874	0.2256972601
2875	0.2256406785
2876	0.225590451
2877	0.2255490183
2878	0.2255048457
2879	0.2254743113
2880	0.2254354618
2881	0.2253875558
2882	0.225349157
2883	0.2253088271
2884	0.225255672
2885	0.2251781606
2886	0.2251070473
2887	0.2250522881
2888	0.2249984998
2889	0.2249632584
2890	0.2249323526
2891	0.2248970468
2892	0.2248215915
2893	0.2247897134
2894	0.2247605966
2895	0.2247144704
2896	0.2247003139
2897	0.2246668782
2898	0.224627311
2899	0.2245802113
2900	0.2245435345
2901	0.2244973069
2902	0.224451218
2903	0.2244190394
2904	0.2243756416
2905	0.2243453995
2906	0.2243040705
2907	0.2242394267
2908	0.2241620498
2909	0.2241053819
2910	0.2240616101
2911	0.2240173497
2912	0.2239875848
2913	0.2239486234
2914	0.2239355496
2915	0.2238688416
2916	0.2237996966
2917	0.2237542106
2918	0.2237077548
2919	0.223648339
2920	0.2236164771
2921	0.2235631103
2922	0.2234965136
2923	0.2234576911
2924	0.2233950881
2925	0.2233735406
2926	0.2233252854
2927	0.2232981485
